t,strong_proportion,std
16.8,0.9975985688737411,0.0
16.9,0.9977753917346773,0.0
17.0,0.9979400700272427,0.0
17.1,0.9980933856850852,0.0
17.2,0.9982360726607902,0.0
17.3,0.9983688198237771,0.0
17.4,0.9984922736790839,0.0
17.5,0.9986070409185225,0.0
17.6,0.9987136908149629,0.0
17.7,0.9988127574698052,0.0
17.8,0.9989047419230521,0.0
17.9,0.9989901141347775,0.0
18.0,0.9990693148462181,0.0
18.1,0.9991427573281668,0.0
18.2,0.9992108290238452,0.0
18.3,0.9992738930929571,0.0
18.4,0.9993322898631825,0.0
18.5,0.9993863381949475,0.0
18.6,0.9994363367649328,0.0
18.7,0.9994825652734054,0.0
18.8,0.9995252855801251,0.0
18.9,0.9995647427732673,0.0
19.0,0.9996011661754957,0.0
19.1,0.9996347702910549,0.0
19.2,0.9996657556974922,0.0
19.3,0.9996943098853744,0.0
19.4,0.9997206080491545,0.0
19.5,0.9997448138321187,0.0
19.6,0.9997670800281722,0.0
19.7,0.999787549243022,0.0
19.8,0.9998063545171626,0.0
19.9,0.9998236199129067,0.0
20.0,0.9998394610675629,0.0
20.1,0.9998539857147251,0.0
20.2,0.9998672941755129,0.0
20.3,0.9998794798214903,0.0
20.4,0.9998906295108733,0.0
20.5,0.9999008239995465,0.0
20.6,0.9999101383283054,0.0
20.7,0.9999186421876626,0.0
20.8,0.9999264002614675,0.0
20.9,0.9999334725505196,0.0
21.0,0.9999399146772818,0.0
21.1,0.9999457781727364,0.0
21.2,0.9999511107463648,0.0
21.3,0.9999559565401753,0.0
21.4,0.9999603563676529,0.0
21.5,0.9999643479384499,0.0
21.6,0.9999679660695998,0.0
21.7,0.9999712428839816,0.0
21.8,0.999974207996734,0.0
21.9,0.9999768886902722,0.0
22.0,0.9999793100785312,0.0
22.1,0.9999814952610209,0.0
22.2,0.9999834654672533,0.0
22.3,0.9999852401920689,0.0
22.4,0.9999868373223657,0.0
22.5,0.9999882732557025,0.0
22.6,0.9999895630112331,0.0
22.7,0.9999907203333976,0.0
22.8,0.9999917577887798,0.0
22.9,0.9999926868565153,0.0
23.0,0.9999935180126237,0.0
23.1,0.999994260808608,0.0
23.2,0.9999949239446588,0.0
23.3,0.9999955153377785,0.0
23.4,0.9999960421851227,0.0
23.5,0.9999965110228498,0.0
23.6,0.9999969277807443,0.0
23.7,0.9999972978328767,0.0
23.8,0.999997626044541,0.0
23.9,0.9999979168157038,0.0
24.0,0.9999981741211863,0.0
24.1,0.9999984015477861,0.0
24.2,0.9999986023285393,0.0
24.3,0.9999987793743097,0.0
24.4,0.9999989353028825,0.0
24.5,0.9999990724657328,0.0
24.6,0.9999991929726246,0.0
24.7,0.9999992987141941,0.0
24.8,0.9999993913826574,0.0
24.9,0.9999994724907755,0.0
25.0,0.9999995433892054,0.0
25.1,0.9999996052823529,0.0
25.2,0.9999996592428403,0.0
25.3,0.9999997062246937,0.0
25.4,0.999999747075347,0.0
25.5,0.9999997825465566,0.0
25.6,0.9999998133043111,0.0
25.7,0.999999839937817,0.0
25.8,0.9999998629676372,0.0
25.9,0.99999988285305,0.0
26.0,0.9999998999986952,0.0
26.1,0.9999999147605684,0.0
26.2,0.9999999274514189,0.0
26.3,0.9999999383456044,0.0
26.4,0.9999999476834496,0.0
26.5,0.9999999556751555,0.0
26.6,0.9999999625042991,0.0
26.7,0.999999968330961,0.0
26.8,0.9999999732945193,0.0
26.9,0.9999999775161379,0.0
27.0,0.9999999811009811,0.0
27.1,0.9999999841401817,0.0
27.2,0.9999999867125858,0.0
27.3,0.9999999888862993,0.0
27.4,0.9999999907200537,0.0
27.5,0.9999999922644129,0.0
27.6,0.9999999935628356,0.0
27.7,0.9999999946526105,0.0
27.8,0.9999999955656779,0.0
27.9,0.9999999963293487,0.0
28.0,0.9999999969669355,0.0
28.1,0.9999999974983016,0.0
28.2,0.9999999979403424,0.0
28.3,0.9999999983074019,0.0
28.4,0.999999998611636,0.0
28.5,0.9999999988633276,0.0
28.6,0.9999999990711587,0.0
28.7,0.9999999992424458,0.0
28.8,0.9999999993833434,0.0
28.9,0.999999999499018,0.0
29.0,0.9999999995937987,0.0
29.1,0.9999999996713056,0.0
29.2,0.9999999997345599,0.0
29.3,0.999999999786078,0.0
29.4,0.9999999998279521,0.0
29.5,0.999999999861917,0.0
29.6,0.9999999998894092,0.0
29.7,0.9999999999116156,0.0
29.8,0.9999999999295143,0.0
29.9,0.9999999999439096,0.0
30.0,0.9999999999554627,0.0
30.1,0.999999999964714,0.0
30.2,0.999999999972106,0.0
30.3,0.999999999977999,0.0
30.4,0.9999999999826865,0.0
30.5,0.9999999999864065,0.0
30.6,0.999999999989352,0.0
30.7,0.9999999999916787,0.0
30.8,0.9999999999935124,0.0
30.9,0.999999999994954,0.0
31.0,0.9999999999960848,0.0
31.1,0.9999999999969695,0.0
31.2,0.9999999999976602,0.0
31.3,0.999999999998198,0.0
31.4,0.9999999999986156,0.0
31.5,0.9999999999989391,0.0
31.6,0.999999999999189,0.0
31.7,0.9999999999993816,0.0
31.8,0.9999999999995299,0.0
31.9,0.9999999999996434,0.0
32.0,0.9999999999997303,0.0
32.1,0.9999999999997965,0.0
32.2,0.9999999999998469,0.0
32.3,0.9999999999998851,0.0
32.4,0.9999999999999142,0.0
32.5,0.9999999999999359,0.0
32.6,0.9999999999999524,0.0
32.7,0.9999999999999646,0.0
32.8,0.9999999999999739,0.0
32.9,0.9999999999999808,0.0
33.0,0.9999999999999858,0.0
33.1,0.9999999999999896,0.0
33.2,0.9999999999999925,0.0
33.3,0.9999999999999944,0.0
33.4,0.999999999999996,0.0
33.5,0.9999999999999971,0.0
33.6,0.999999999999998,0.0
33.7,0.9999999999999986,0.0
33.8,0.9999999999999989,0.0
33.9,0.9999999999999992,0.0
34.0,0.9999999999999994,0.0
34.1,0.9999999999999997,0.0
34.2,0.9999999999999998,0.0
34.3,0.9999999999999998,0.0
34.4,0.9999999999999999,0.0
34.5,0.9999999999999998,0.0
34.6,0.9999999999999999,0.0
34.7,1.0,0.0
34.8,1.0,0.0
34.9,1.0,0.0
35.0,1.0,0.0
35.1,1.0,0.0
35.2,1.0,0.0
35.3,1.0,0.0
35.4,1.0,0.0
35.5,1.0,0.0
35.6,1.0,0.0
35.7,1.0,0.0
35.8,1.0,0.0
35.9,1.0,0.0
36.0,1.0,0.0
36.1,1.0,0.0
36.2,1.0,0.0
36.3,1.0,0.0
36.4,1.0,0.0
36.5,1.0,0.0
36.6,1.0,0.0
36.7,1.0,0.0
36.8,1.0,0.0
36.9,1.0,0.0
37.0,1.0,0.0
37.1,1.0,0.0
37.2,1.0,0.0
37.3,1.0,0.0
37.4,1.0,0.0
37.5,1.0,0.0
37.6,1.0,0.0
37.7,1.0,0.0
37.8,1.0,0.0
37.9,1.0,0.0
38.0,1.0,0.0
38.1,1.0,0.0
38.2,1.0,0.0
38.3,1.0,0.0
38.4,1.0,0.0
38.5,1.0,0.0
38.6,1.0,0.0
38.7,1.0,0.0
38.8,1.0,0.0
38.9,1.0,0.0
39.0,1.0,0.0
39.1,1.0,0.0
39.2,1.0,0.0
39.3,1.0,0.0
39.4,1.0,0.0
39.5,1.0,0.0
39.6,1.0,0.0
39.7,1.0,0.0
39.8,1.0,0.0
39.9,1.0,0.0
40.0,1.0,0.0
